,id_cliente,data_cadastro,tempo_uso,qtde_pedidos,valor_medio,uso_cupom,usou_app_ultimo_mes,cancelou,categoria_tempo_uso
454,455,2024-06-06,376,4,76.13,1,usou,0,antigo
455,456,2024-02-17,486,7,90.22,1,não usou,0,antigo
456,457,2025-01-20,148,7,82.73,1,usou,0,intermediário
457,458,2023-08-12,675,8,134.2,0,usou,0,antigo
458,459,2023-06-24,724,4,109.9,0,não usou,0,antigo
459,460,2024-06-06,376,6,58.11,1,usou,0,antigo
460,461,2024-10-11,249,3,109.87,0,usou,0,antigo
461,462,2024-08-27,294,5,131.1,1,usou,0,antigo
462,463,2023-09-02,654,5,68.88,0,não usou,1,antigo
463,464,2023-08-12,675,4,39.56,1,usou,0,antigo
464,465,2024-08-07,314,4,62.42,0,usou,0,antigo
465,466,2023-11-29,566,2,89.87,0,usou,0,antigo
466,467,2024-07-13,339,5,73.63,1,usou,1,antigo
467,468,2024-01-08,526,6,125.13,0,não usou,0,antigo
468,469,2023-09-27,629,4,48.09,0,não usou,0,antigo
469,470,2024-03-14,460,7,56.3,0,usou,0,antigo
470,471,2025-05-01,47,3,68.46,1,não usou,0,intermediário
471,472,2023-08-09,678,4,88.66,1,não usou,0,antigo
472,473,2025-04-29,49,2,127.1,1,usou,0,intermediário
473,474,2023-12-23,542,4,82.06,0,usou,0,antigo
474,475,2024-03-30,444,7,54.31,0,usou,0,antigo
475,476,2024-01-24,510,4,82.93,0,usou,1,antigo
476,477,2023-10-17,609,4,59.9,1,não usou,0,antigo
477,478,2024-05-22,391,7,115.15,1,usou,0,antigo
478,479,2025-03-25,84,4,56.56,1,usou,0,intermediário
479,480,2024-08-11,310,5,49.25,0,usou,0,antigo
480,481,2024-12-14,185,3,84.28,0,usou,0,antigo
481,482,2024-02-06,497,2,62.67,1,não usou,0,antigo
482,483,2024-10-04,256,3,89.59,1,usou,0,antigo
483,484,2025-03-04,105,4,129.61,1,usou,1,intermediário
484,485,2024-11-05,224,4,34.02,1,usou,0,antigo
485,486,2024-07-31,321,9,74.11,0,usou,0,antigo
486,487,2023-06-23,725,7,130.07,0,usou,0,antigo
487,488,2024-11-16,213,5,51.72,1,usou,0,antigo
488,489,2025-03-12,97,9,72.12,0,não usou,1,intermediário
489,490,2024-08-20,301,6,69.91,1,usou,1,antigo
490,491,2024-02-04,499,5,110.24,0,usou,0,antigo
491,492,2024-11-13,216,6,63.51,0,não usou,0,antigo
492,493,2023-09-05,651,4,98.9,1,usou,0,antigo
493,494,2025-04-29,49,5,23.7,1,não usou,0,intermediário
494,495,2023-09-29,627,7,82.31,0,não usou,0,antigo
495,496,2024-01-08,526,6,83.72,1,não usou,0,antigo
496,497,2023-09-14,642,6,80.14,0,usou,0,antigo
497,498,2025-05-08,40,3,104.6,0,usou,0,intermediário
498,499,2023-09-08,648,4,10.0,0,não usou,0,antigo
499,500,2025-01-13,155,4,61.1,0,não usou,0,intermediário
500,501,2024-08-19,302,2,77.63,1,não usou,0,antigo
501,502,2023-10-15,611,3,62.63,0,usou,0,antigo
502,503,2024-01-14,520,8,58.14,0,usou,0,antigo
503,504,2024-01-21,513,5,144.45,0,não usou,0,antigo
504,505,2024-09-28,262,4,76.87,1,não usou,0,antigo
505,506,2023-11-27,568,8,91.8,1,não usou,0,antigo
506,507,2024-12-25,174,5,75.1,0,usou,0,intermediário
507,508,2024-03-09,465,4,128.59,0,não usou,0,antigo
508,509,2023-11-22,573,2,78.24,1,usou,0,antigo
509,510,2024-12-01,198,9,64.85,1,não usou,0,antigo
510,511,2024-10-21,239,6,34.99,0,usou,0,antigo
511,512,2025-04-09,69,8,56.63,0,usou,0,intermediário
512,513,2024-01-08,526,4,72.72,0,usou,0,antigo
513,514,2024-07-13,339,3,23.3,0,usou,0,antigo
514,515,2024-06-30,352,3,112.11,0,usou,1,antigo
515,516,2023-12-29,536,9,118.16,1,usou,0,antigo
516,517,2025-04-04,74,4,72.51,1,usou,0,intermediário
517,518,2023-07-26,692,6,89.56,0,não usou,0,antigo
518,519,2023-08-27,660,3,74.74,1,usou,0,antigo
519,520,2024-10-21,239,5,94.75,1,não usou,0,antigo
520,521,2024-05-11,402,1,65.64,0,usou,0,antigo
521,522,2025-03-22,87,2,90.78,1,usou,0,intermediário
522,523,2024-01-17,517,10,87.31,0,não usou,0,antigo
523,524,2023-07-21,697,3,47.29,0,usou,0,antigo
524,525,2023-06-19,729,3,103.94,1,não usou,0,antigo
525,526,2024-03-02,472,5,24.22,0,usou,0,antigo
526,527,2025-02-04,133,6,155.35,0,usou,0,intermediário
527,528,2023-09-26,630,6,78.78,0,usou,0,antigo
528,529,2024-10-23,237,6,28.49,0,usou,0,antigo
529,530,2024-01-06,528,8,80.97,0,não usou,0,antigo
530,531,2023-10-20,606,6,23.37,0,usou,0,antigo
531,532,2025-01-12,156,2,62.11,0,usou,0,intermediário
532,533,2024-05-25,388,5,142.8,1,não usou,0,antigo
533,534,2024-08-18,303,4,34.64,0,usou,0,antigo
534,535,2024-12-16,183,4,116.2,0,não usou,0,antigo
535,536,2024-05-14,399,4,34.18,0,usou,1,antigo
536,537,2024-08-25,296,4,81.33,1,usou,0,antigo
537,538,2023-06-24,724,3,27.63,1,não usou,0,antigo
538,539,2023-09-11,645,6,107.96,1,não usou,0,antigo
539,540,2023-08-14,673,6,112.9,0,usou,0,antigo
540,541,2025-05-02,46,4,21.02,0,usou,0,intermediário
541,542,2024-12-04,195,6,77.51,1,usou,0,antigo
542,543,2023-10-10,616,6,82.9,0,usou,0,antigo
543,544,2024-08-13,308,4,70.28,0,não usou,0,antigo
544,545,2023-07-14,704,7,61.78,0,usou,1,antigo
545,546,2025-03-26,83,6,67.87,0,usou,0,intermediário
546,547,2024-03-29,445,2,112.4,1,usou,1,antigo
547,548,2024-09-11,279,4,108.28,1,usou,1,antigo
548,549,2024-08-19,302,2,96.23,0,não usou,0,antigo
549,550,2023-10-10,616,5,106.29,1,usou,0,antigo
550,551,2024-05-15,398,6,70.34,0,usou,0,antigo
551,552,2023-09-23,633,5,83.26,0,usou,0,antigo
552,553,2023-07-19,699,3,73.62,0,usou,0,antigo
553,554,2024-02-11,492,4,115.37,0,usou,0,antigo
554,555,2024-03-26,448,1,118.03,0,usou,0,antigo
555,556,2025-05-15,33,2,88.66,1,usou,0,intermediário
556,557,2025-02-24,113,3,91.49,1,usou,0,intermediário
557,558,2025-04-15,63,4,55.86,1,usou,0,intermediário
558,559,2023-07-17,701,4,85.98,0,usou,0,antigo
559,560,2025-05-15,33,5,77.57,0,usou,0,intermediário
560,561,2024-03-20,454,4,105.7,1,usou,0,antigo
561,562,2023-11-27,568,6,130.32,1,não usou,0,antigo
562,563,2024-11-27,202,5,84.53,0,não usou,0,antigo
563,564,2023-12-27,538,2,91.41,0,usou,0,antigo
564,565,2024-11-16,213,3,65.37,1,usou,0,antigo
565,566,2023-09-04,652,3,112.23,0,usou,0,antigo
566,567,2024-03-17,457,10,83.81,0,usou,0,antigo
567,568,2025-02-11,126,8,82.61,0,não usou,1,intermediário
568,569,2024-08-24,297,4,123.5,0,usou,0,antigo
569,570,2025-05-03,45,4,37.22,1,não usou,0,intermediário
570,571,2025-04-26,52,8,64.8,0,não usou,0,intermediário
571,572,2024-04-27,416,5,54.52,0,usou,0,antigo
572,573,2024-10-11,249,2,86.28,1,usou,0,antigo
573,574,2025-01-19,149,6,50.46,0,usou,1,intermediário
574,575,2023-10-15,611,9,58.0,1,usou,0,antigo
575,576,2023-12-17,548,6,59.91,0,não usou,0,antigo
576,577,2025-04-18,60,2,129.64,0,usou,0,intermediário
577,578,2023-10-21,605,6,62.4,0,usou,0,antigo
578,579,2025-02-27,110,6,163.07,1,usou,0,intermediário
579,580,2025-03-07,102,5,62.2,1,usou,1,intermediário
580,581,2023-11-01,594,5,52.69,1,não usou,0,antigo
581,582,2025-05-01,47,5,143.21,1,usou,0,intermediário
582,583,2024-05-02,411,5,107.94,1,usou,0,antigo
583,584,2023-07-06,712,2,101.96,1,usou,0,antigo
584,585,2023-11-03,592,4,41.86,0,usou,0,antigo
585,586,2025-01-09,159,4,42.58,1,usou,0,intermediário
586,587,2024-03-01,473,9,61.75,1,usou,0,antigo
587,588,2025-02-13,124,3,97.78,0,usou,0,intermediário
588,589,2024-05-01,412,2,81.13,1,usou,0,antigo
589,590,2025-03-01,108,2,71.79,0,não usou,0,intermediário
590,591,2024-11-18,211,5,88.73,0,usou,0,antigo
591,592,2025-04-18,60,6,108.74,0,usou,0,intermediário
592,593,2025-01-07,161,6,72.92,1,não usou,0,intermediário
593,594,2025-03-07,102,4,67.79,1,não usou,0,intermediário
594,595,2023-12-26,539,5,94.9,1,não usou,0,antigo
595,596,2024-01-10,524,10,54.77,1,usou,0,antigo
596,597,2023-10-18,608,6,53.46,0,usou,0,antigo
597,598,2025-02-17,120,6,64.38,0,não usou,0,intermediário
598,599,2024-12-12,187,3,122.82,0,usou,0,antigo
599,600,2023-09-08,648,3,67.42,1,usou,0,antigo
600,601,2024-04-09,434,3,54.63,0,usou,1,antigo
601,602,2025-04-24,54,7,79.58,1,não usou,0,intermediário
602,603,2023-07-17,701,0,81.52,0,não usou,0,antigo
603,604,2025-04-13,65,4,124.69,0,usou,1,intermediário
604,605,2024-06-16,366,6,81.42,0,usou,1,antigo
605,606,2023-12-06,559,3,41.65,0,não usou,0,antigo
606,607,2023-11-19,576,4,59.39,0,usou,0,antigo
607,608,2025-03-12,97,3,39.48,1,não usou,0,intermediário
608,609,2024-06-08,374,4,106.06,0,não usou,1,antigo
609,610,2024-03-14,460,3,29.5,0,não usou,0,antigo
610,611,2024-02-09,494,7,86.03,0,usou,0,antigo
611,612,2025-03-15,94,4,67.32,0,usou,0,intermediário
612,613,2025-02-23,114,5,49.18,1,usou,0,intermediário
613,614,2025-04-23,55,3,68.8,1,usou,0,intermediário
614,615,2023-12-10,555,8,82.94,1,usou,0,antigo
615,616,2023-12-07,558,4,53.03,0,usou,0,antigo
616,617,2023-07-05,713,6,74.48,1,usou,0,antigo
617,618,2024-11-10,219,4,85.65,1,não usou,0,antigo
618,619,2023-11-14,581,5,87.21,1,usou,0,antigo
619,620,2024-04-21,422,6,117.59,1,usou,0,antigo
620,621,2024-02-26,477,4,71.17,0,usou,0,antigo
621,622,2024-01-19,515,6,123.58,1,não usou,0,antigo
622,623,2025-04-18,60,5,170.44,0,não usou,0,intermediário
623,624,2023-08-09,678,4,98.8,1,usou,0,antigo
624,625,2025-02-06,131,3,26.13,0,usou,0,intermediário
625,626,2024-01-19,515,5,70.1,1,não usou,0,antigo
626,627,2024-03-15,459,5,84.66,0,usou,0,antigo
627,628,2024-10-27,233,5,91.94,1,usou,0,antigo
628,629,2024-07-16,336,4,86.97,0,não usou,0,antigo
629,630,2024-04-22,421,6,107.04,0,usou,0,antigo
630,631,2024-11-25,204,8,70.23,0,usou,1,antigo
631,632,2025-04-02,76,3,102.22,0,usou,0,intermediário
632,633,2024-08-06,315,6,44.63,1,usou,0,antigo
633,634,2024-02-29,474,8,73.41,0,usou,0,antigo
634,635,2023-07-08,710,2,108.69,1,usou,0,antigo
635,636,2023-09-14,642,8,149.74,0,usou,0,antigo
636,637,2025-04-28,50,5,101.18,1,usou,1,intermediário
637,638,2024-01-05,529,5,115.72,0,usou,0,antigo
638,639,2023-11-02,593,1,99.35,0,usou,0,antigo
639,640,2024-09-09,281,5,79.63,0,não usou,0,antigo
640,641,2024-01-09,525,3,97.66,1,usou,0,antigo
641,642,2023-07-16,702,5,100.01,1,usou,1,antigo
642,643,2023-09-09,647,3,67.25,1,usou,1,antigo
643,644,2024-09-22,268,2,111.74,0,usou,0,antigo
644,645,2024-05-19,394,6,83.59,0,não usou,0,antigo
645,646,2024-03-11,463,3,54.88,1,usou,0,antigo
646,647,2025-01-02,166,4,89.3,0,usou,0,intermediário
647,648,2025-02-16,121,4,41.79,0,usou,0,intermediário
648,649,2024-02-15,488,8,52.46,0,não usou,0,antigo
649,650,2024-05-20,393,7,131.94,0,usou,0,antigo
650,651,2024-09-29,261,5,83.22,1,usou,0,antigo
651,652,2024-07-18,334,3,47.64,1,não usou,0,antigo
652,653,2023-09-14,642,5,67.13,1,usou,0,antigo
653,654,2024-04-11,432,6,92.48,1,usou,0,antigo
654,655,2025-05-15,33,10,51.03,0,usou,0,intermediário
655,656,2024-09-06,284,4,63.84,0,usou,0,antigo
656,657,2023-11-11,584,4,112.76,0,não usou,0,antigo
657,658,2023-12-31,534,6,63.56,1,usou,0,antigo
658,659,2023-07-21,697,1,98.29,0,usou,0,antigo
659,660,2024-12-18,181,9,17.61,0,usou,0,antigo
660,661,2024-05-20,393,6,105.74,1,usou,0,antigo
661,662,2023-06-18,730,4,96.61,1,usou,0,antigo
662,663,2024-07-24,328,2,34.7,1,usou,0,antigo
663,664,2025-03-04,105,2,73.38,0,usou,0,intermediário
664,665,2024-08-08,313,6,94.27,0,não usou,0,antigo
665,666,2024-12-01,198,6,27.59,0,não usou,0,antigo
666,667,2024-12-26,173,5,90.1,0,usou,0,intermediário
667,668,2025-01-13,155,4,107.45,0,usou,0,intermediário
668,669,2025-01-09,159,10,61.15,0,não usou,0,intermediário
669,670,2024-11-18,211,6,71.22,0,usou,0,antigo
670,671,2023-11-17,578,2,69.15,1,usou,0,antigo
671,672,2024-03-25,449,7,64.86,1,usou,1,antigo
672,673,2024-05-16,397,4,120.53,0,usou,1,antigo
673,674,2023-08-10,677,2,34.62,1,não usou,0,antigo
674,675,2024-11-13,216,3,112.76,0,usou,0,antigo
675,676,2024-02-28,475,3,35.71,0,usou,0,antigo
676,677,2024-10-13,247,4,34.05,1,usou,0,antigo
677,678,2024-02-15,488,4,114.51,0,usou,1,antigo
678,679,2024-11-13,216,4,107.78,1,usou,0,antigo
679,680,2025-04-05,73,2,77.27,0,usou,0,intermediário
680,681,2023-09-21,635,2,100.64,1,usou,0,antigo
681,682,2024-12-27,172,4,61.61,0,usou,0,intermediário
682,683,2025-05-16,32,3,139.98,0,usou,0,intermediário
683,684,2024-02-05,498,4,114.2,0,usou,0,antigo
684,685,2024-07-14,338,7,125.46,0,não usou,0,antigo
685,686,2024-02-12,491,3,91.45,0,usou,0,antigo
686,687,2024-11-15,214,9,67.67,1,usou,0,antigo
687,688,2024-04-29,414,4,110.65,1,usou,0,antigo
688,689,2024-02-25,478,2,65.49,0,usou,0,antigo
689,690,2024-04-24,419,3,105.25,0,usou,0,antigo
690,691,2024-12-09,190,4,93.25,1,usou,0,antigo
691,692,2024-02-01,502,1,67.47,0,não usou,0,antigo
692,693,2024-08-20,301,5,73.41,1,usou,0,antigo
693,694,2023-09-23,633,6,60.66,0,usou,0,antigo
694,695,2023-11-13,582,7,65.24,1,não usou,1,antigo
695,696,2024-05-08,405,2,119.84,0,usou,0,antigo
696,697,2024-11-14,215,6,80.94,1,usou,0,antigo
697,698,2024-04-06,437,3,100.7,0,usou,0,antigo
698,699,2024-11-24,205,3,137.01,0,usou,0,antigo
699,700,2025-01-18,150,4,110.69,1,usou,0,intermediário
700,701,2023-10-30,596,3,69.8,0,usou,0,antigo
701,702,2024-10-07,253,2,53.47,0,usou,0,antigo
702,703,2024-09-01,289,2,94.59,0,usou,1,antigo
703,704,2024-02-05,498,5,70.24,1,usou,1,antigo
704,705,2024-04-27,416,5,51.91,1,não usou,0,antigo
705,706,2024-08-15,306,7,44.48,1,não usou,0,antigo
706,707,2025-03-25,84,7,70.42,1,usou,0,intermediário
707,708,2023-06-17,731,7,96.29,1,usou,0,antigo
708,709,2024-02-08,495,5,87.48,1,não usou,0,antigo
709,710,2024-01-25,509,7,79.64,0,usou,0,antigo
710,711,2023-11-27,568,5,75.53,0,usou,0,antigo
711,712,2024-05-15,398,5,95.26,0,não usou,0,antigo
712,713,2025-02-16,121,8,68.0,1,usou,0,intermediário
713,714,2024-09-09,281,3,57.64,0,não usou,0,antigo
714,715,2024-09-30,260,8,25.9,0,usou,0,antigo
715,716,2024-11-06,223,7,88.02,0,não usou,0,antigo
716,717,2024-02-22,481,4,66.56,0,usou,0,antigo
717,718,2024-06-12,370,3,43.56,1,usou,0,antigo
718,719,2024-05-25,388,4,42.63,0,usou,0,antigo
719,720,2024-05-25,388,4,95.68,0,não usou,1,antigo
720,721,2024-11-22,207,4,30.31,1,não usou,1,antigo
721,722,2023-11-29,566,3,64.63,1,usou,0,antigo
722,723,2024-07-18,334,3,58.1,1,não usou,0,antigo
723,724,2024-06-18,364,3,139.23,0,usou,0,antigo
724,725,2025-02-22,115,6,93.72,1,usou,0,intermediário
725,726,2025-05-16,32,7,142.95,0,usou,0,intermediário
726,727,2025-02-24,113,7,115.32,0,usou,0,intermediário
727,728,2025-01-08,160,5,84.1,1,não usou,0,intermediário
728,729,2023-10-26,600,4,135.03,0,não usou,1,antigo
729,730,2024-11-09,220,3,97.95,1,usou,0,antigo
730,731,2023-08-21,666,3,100.18,0,usou,0,antigo
731,732,2024-01-23,511,6,133.12,1,usou,0,antigo
732,733,2024-07-21,331,2,53.29,1,usou,0,antigo
733,734,2024-11-13,216,3,98.83,1,usou,0,antigo
734,735,2024-10-20,240,3,75.24,0,não usou,0,antigo
735,736,2024-10-09,251,2,86.53,1,usou,0,antigo
736,737,2024-03-03,471,4,30.45,1,usou,1,antigo
737,738,2023-08-28,659,5,66.58,1,usou,0,antigo
738,739,2025-03-13,96,6,81.13,0,usou,0,intermediário
739,740,2025-01-20,148,2,112.75,0,não usou,0,intermediário
740,741,2023-12-16,549,7,30.43,0,usou,0,antigo
741,742,2024-11-20,209,4,48.8,1,não usou,0,antigo
742,743,2024-02-13,490,8,87.61,1,não usou,0,antigo
743,744,2023-12-08,557,4,53.08,1,usou,0,antigo
744,745,2025-03-04,105,4,71.24,0,usou,0,intermediário
745,746,2023-11-18,577,5,67.89,0,usou,0,antigo
746,747,2023-10-09,617,4,76.31,1,usou,0,antigo
747,748,2023-07-05,713,7,98.08,1,usou,0,antigo
748,749,2023-07-22,696,3,100.58,0,usou,0,antigo
749,750,2023-12-24,541,7,15.39,0,usou,0,antigo
750,751,2024-06-20,362,4,94.96,1,não usou,1,antigo
751,752,2024-10-03,257,1,102.61,1,não usou,0,antigo
752,753,2025-04-07,71,5,35.05,0,usou,0,intermediário
753,754,2025-02-02,135,7,114.3,1,usou,0,intermediário
754,755,2023-08-12,675,9,76.68,1,não usou,0,antigo
755,756,2024-06-04,378,4,71.26,1,usou,0,antigo
756,757,2024-05-03,410,3,104.61,1,usou,0,antigo
757,758,2025-05-05,43,4,104.52,0,não usou,0,intermediário
758,759,2024-10-18,242,11,149.63,0,não usou,0,antigo
759,760,2024-09-06,284,4,98.1,1,não usou,0,antigo
760,761,2023-11-15,580,9,126.46,0,usou,0,antigo
761,762,2024-12-25,174,3,89.61,1,não usou,1,intermediário
762,763,2024-12-08,191,4,91.95,0,não usou,0,antigo
763,764,2024-04-10,433,4,87.36,1,não usou,0,antigo
764,765,2024-07-04,348,4,95.3,0,usou,0,antigo
765,766,2024-04-22,421,4,58.21,1,não usou,0,antigo
766,767,2023-12-23,542,6,73.9,1,usou,0,antigo
767,768,2023-10-09,617,4,56.83,1,não usou,0,antigo
768,769,2024-11-07,222,2,80.85,0,usou,0,antigo
769,770,2024-12-02,197,3,80.65,0,usou,0,antigo
770,771,2023-06-21,727,6,56.81,0,não usou,1,antigo
771,772,2025-05-10,38,2,53.88,1,usou,0,intermediário
772,773,2025-01-20,148,1,35.53,0,não usou,1,intermediário
773,774,2025-04-15,63,9,68.72,0,não usou,0,intermediário
774,775,2025-02-04,133,4,127.74,0,usou,0,intermediário
775,776,2025-05-04,44,5,106.3,0,não usou,0,intermediário
776,777,2023-09-07,649,6,64.69,0,não usou,0,antigo
777,778,2025-02-10,127,1,68.69,0,usou,0,intermediário
778,779,2024-05-12,401,2,148.76,1,usou,0,antigo
779,780,2023-12-03,562,1,136.02,0,usou,0,antigo
780,781,2023-10-31,595,4,47.42,0,usou,0,antigo
781,782,2025-03-02,107,7,70.69,0,usou,0,intermediário
782,783,2024-12-08,191,7,103.75,0,não usou,0,antigo
783,784,2024-07-23,329,3,46.44,1,não usou,0,antigo
784,785,2024-06-11,371,7,80.82,0,usou,0,antigo
785,786,2023-07-26,692,5,48.31,1,usou,1,antigo
786,787,2024-08-22,299,4,82.2,1,usou,0,antigo
787,788,2023-12-27,538,3,109.06,0,usou,0,antigo
788,789,2025-04-05,73,2,48.81,1,usou,0,intermediário
789,790,2023-09-19,637,7,92.63,0,usou,0,antigo
790,791,2024-06-05,377,6,69.6,0,usou,1,antigo
791,792,2023-09-28,628,3,62.43,1,usou,0,antigo
792,793,2025-02-28,109,3,74.45,1,não usou,0,intermediário
793,794,2024-06-11,371,9,116.36,0,usou,0,antigo
794,795,2024-11-16,213,5,76.56,0,usou,0,antigo
795,796,2024-08-02,319,5,82.52,0,usou,0,antigo
796,797,2024-08-24,297,3,80.95,1,usou,0,antigo
797,798,2024-09-21,269,6,82.27,1,não usou,0,antigo
798,799,2024-02-18,485,7,98.73,0,usou,0,antigo
799,800,2025-01-23,145,3,37.24,1,usou,1,intermediário
800,801,2025-05-09,39,7,72.31,0,usou,1,intermediário
801,802,2024-05-25,388,4,39.89,0,usou,0,antigo
802,803,2024-10-04,256,7,83.5,0,usou,0,antigo
803,804,2025-03-11,98,2,41.43,0,usou,0,intermediário
804,805,2024-12-26,173,6,93.18,0,não usou,0,intermediário
805,806,2025-05-09,39,4,77.05,0,usou,0,intermediário
806,807,2024-07-13,339,6,55.57,0,usou,1,antigo
807,808,2024-05-13,400,4,125.03,0,usou,0,antigo
808,809,2025-03-23,86,6,103.52,0,não usou,0,intermediário
809,810,2024-08-15,306,3,53.06,0,não usou,1,antigo
810,811,2024-05-28,385,5,34.8,1,não usou,0,antigo
811,812,2025-05-13,35,2,49.87,1,usou,0,intermediário
812,813,2023-10-18,608,2,54.51,0,usou,0,antigo
813,814,2025-01-14,154,5,65.51,1,usou,0,intermediário
814,815,2025-04-16,62,4,87.13,0,não usou,0,intermediário
815,816,2024-06-19,363,7,50.12,1,usou,0,antigo
816,817,2024-05-31,382,9,41.94,1,não usou,1,antigo
817,818,2024-01-04,530,4,133.6,0,usou,0,antigo
818,819,2025-01-20,148,5,84.36,0,usou,0,intermediário
819,820,2023-12-26,539,2,58.89,0,usou,0,antigo
820,821,2025-03-30,79,4,80.59,1,usou,0,intermediário
821,822,2024-10-24,236,5,55.93,1,usou,0,antigo
822,823,2024-01-18,516,2,64.13,0,usou,0,antigo
823,824,2025-01-31,137,2,65.24,1,usou,0,intermediário
824,825,2025-02-10,127,6,58.54,1,não usou,1,intermediário
825,826,2024-07-25,327,10,77.1,1,usou,0,antigo
826,827,2024-06-27,355,5,144.29,1,não usou,0,antigo
827,828,2024-10-15,245,4,65.91,0,não usou,0,antigo
828,829,2023-12-19,546,4,122.93,1,não usou,0,antigo
829,830,2024-01-16,518,5,72.2,0,usou,0,antigo
830,831,2024-05-23,390,5,55.71,1,não usou,1,antigo
831,832,2023-08-16,671,11,85.63,0,não usou,0,antigo
832,833,2024-12-22,177,6,125.44,0,usou,0,intermediário
833,834,2024-01-24,510,1,92.32,0,usou,0,antigo
834,835,2023-12-16,549,4,68.09,1,usou,0,antigo
835,836,2024-01-14,520,5,78.76,1,não usou,0,antigo
836,837,2024-03-03,471,5,41.92,1,usou,1,antigo
837,838,2024-02-20,483,7,126.08,0,não usou,0,antigo
838,839,2025-05-10,38,4,119.45,1,não usou,0,intermediário
839,840,2024-08-09,312,6,118.54,0,usou,0,antigo
840,841,2023-08-18,669,7,27.34,0,usou,0,antigo
841,842,2023-10-02,624,1,59.15,0,usou,0,antigo
842,843,2023-10-12,614,5,115.73,0,usou,0,antigo
843,844,2023-12-13,552,2,75.59,0,usou,0,antigo
844,845,2024-04-09,434,3,86.3,0,não usou,0,antigo
845,846,2024-12-07,192,9,123.79,0,não usou,1,antigo
846,847,2023-10-13,613,4,84.42,1,usou,0,antigo
847,848,2024-12-16,183,9,59.59,0,não usou,0,antigo
848,849,2023-11-30,565,4,77.24,1,usou,0,antigo
849,850,2023-08-05,682,7,74.75,0,usou,0,antigo
850,851,2024-05-04,409,8,13.47,1,não usou,0,antigo
851,852,2024-04-28,415,8,44.95,0,não usou,1,antigo
852,853,2024-02-29,474,3,34.28,1,não usou,0,antigo
853,854,2024-08-11,310,2,101.43,0,não usou,0,antigo
854,855,2024-06-12,370,7,10.0,0,não usou,0,antigo
855,856,2024-05-04,409,3,130.19,0,usou,0,antigo
856,857,2023-08-04,683,4,66.01,0,usou,0,antigo
857,858,2023-11-24,571,5,77.35,0,não usou,0,antigo
858,859,2025-03-24,85,4,91.58,0,usou,0,intermediário
859,860,2024-05-08,405,2,44.7,0,usou,0,antigo
860,861,2024-04-14,429,1,93.3,0,usou,0,antigo
861,862,2025-02-03,134,6,83.04,0,não usou,0,intermediário
862,863,2024-09-12,278,10,56.46,0,usou,0,antigo
863,864,2024-12-08,191,4,101.33,1,não usou,0,antigo
864,865,2023-07-02,716,4,130.76,0,usou,0,antigo
865,866,2025-04-12,66,3,126.36,0,não usou,0,intermediário
866,867,2025-05-01,47,5,47.66,0,não usou,0,intermediário
867,868,2025-01-31,137,5,60.78,0,não usou,0,intermediário
868,869,2024-09-06,284,6,59.4,0,usou,0,antigo
869,870,2024-04-07,436,5,114.9,1,usou,0,antigo
870,871,2024-06-21,361,4,47.6,0,usou,0,antigo
871,872,2023-06-21,727,6,80.59,0,não usou,0,antigo
872,873,2024-03-16,458,7,68.97,1,usou,0,antigo
873,874,2024-02-03,500,6,101.08,0,usou,1,antigo
874,875,2025-01-22,146,3,86.9,1,usou,0,intermediário
875,876,2024-04-14,429,4,83.7,0,não usou,0,antigo
876,877,2025-04-09,69,6,58.46,0,usou,0,intermediário
877,878,2025-05-09,39,3,131.28,1,não usou,0,intermediário
878,879,2025-03-27,82,5,109.86,1,usou,0,intermediário
879,880,2024-05-07,406,5,62.65,0,não usou,0,antigo
880,881,2024-08-08,313,7,123.77,1,usou,1,antigo
881,882,2025-01-17,151,5,120.21,0,usou,0,intermediário
882,883,2025-01-07,161,4,89.31,0,não usou,0,intermediário
883,884,2024-08-14,307,5,46.18,1,não usou,0,antigo
884,885,2025-02-27,110,6,90.59,1,não usou,0,intermediário
885,886,2024-09-27,263,2,93.68,0,usou,0,antigo
886,887,2025-05-14,34,7,138.59,0,usou,0,intermediário
887,888,2023-12-05,560,2,100.61,0,não usou,0,antigo
888,889,2024-06-30,352,8,96.76,1,usou,0,antigo
889,890,2023-12-04,561,4,75.31,0,usou,0,antigo
890,891,2024-01-14,520,8,161.32,0,usou,0,antigo
891,892,2024-05-20,393,2,78.09,0,usou,0,antigo
892,893,2024-06-28,354,6,50.62,1,usou,0,antigo
893,894,2023-07-09,709,6,84.9,1,não usou,0,antigo
894,895,2024-04-14,429,4,120.27,1,usou,0,antigo
895,896,2024-03-04,470,3,21.98,1,usou,0,antigo
896,897,2024-11-17,212,6,30.44,0,não usou,0,antigo
897,898,2024-11-25,204,9,72.83,0,usou,0,antigo
898,899,2025-02-25,112,5,44.34,0,usou,0,intermediário
899,900,2024-04-26,417,5,139.66,0,usou,0,antigo
900,901,2024-12-30,169,3,62.98,1,usou,0,intermediário
901,902,2023-10-23,603,10,99.1,1,usou,1,antigo
902,903,2025-03-30,79,7,88.44,1,usou,0,intermediário
903,904,2024-06-14,368,7,124.69,0,usou,0,antigo
904,905,2023-09-24,632,4,129.18,0,usou,0,antigo
905,906,2024-10-12,248,7,112.36,0,usou,0,antigo
906,907,2024-08-04,317,2,100.97,0,não usou,0,antigo
907,908,2023-07-07,711,6,61.13,1,usou,1,antigo
908,909,2024-04-18,425,4,101.58,1,usou,0,antigo
